8.38;5.929;0;6.38
8.4;5.754;0;6.4
8.42;5.49;0;6.42
8.44;5.578;0;6.44
8.46;3.996;0;6.46
8.48;3.996;0;6.48
8.5;5.578;0;6.5
8.52;5.402;0;6.52
8.54;5.138;0;6.54
8.56;5.226;0;6.56
8.58;3.996;0;6.58
8.6;1.359;0;6.6
8.62;3.468;0;6.62
8.64;5.314;0;6.64
8.66;3.029;0;6.66
8.68;1.007;0;6.68
8.7;4.611;0;6.7
8.72;1.007;0;6.72
8.74;0.216;0;6.74
8.76;3.38;0;6.76
8.78;3.82;0;6.78
8.8;2.413;0;6.8
8.82;-0.136;0;6.82
8.84;1.71;0;6.84
8.86;0.392;0;6.86
8.88;-0.399;0;6.88
8.9;4.347;0;6.9
8.92;3.117;0;6.92
8.94;1.71;0;6.94
8.96;2.941;0;6.96
8.98;1.359;0;6.98
9;1.974;0;7
9.02;3.996;0;7.02
9.04;6.808;0;7.04
9.06;4.787;0;7.06
9.08;4.875;0;7.08
9.1;3.38;0;7.1
9.12;3.292;0;7.12
9.14;5.754;0;7.14
9.16;5.49;0;7.16
9.18;4.787;0;7.18
9.2;4.875;0;7.2
9.22;4.611;0;7.22
9.24;4.875;0;7.24
9.26;5.49;0;7.26
9.28;8.742;0;7.28
9.3;4.787;0;7.3
9.32;4.699;0;7.32
9.34;7.248;0;7.34
9.36;5.138;0;7.36
9.38;8.303;0;7.38
9.4;8.742;0;7.4
9.42;7.775;0;7.42
9.44;5.49;0;7.44
9.46;7.863;0;7.46
9.48;6.896;0;7.48
9.5;5.754;0;7.5
9.52;6.017;0;7.52
9.54;8.127;0;7.54
9.56;2.677;0;7.56
9.58;6.633;0;7.58
9.6;7.599;0;7.6
9.62;6.193;0;7.62
9.64;5.138;0;7.64
9.66;7.248;0;7.66
9.68;5.929;0;7.68
9.7;7.336;0;7.7
9.72;6.017;0;7.72
9.74;9.094;0;7.74
9.76;6.808;0;7.76
9.78;7.687;0;7.78
9.8;6.896;0;7.8
9.82;7.599;0;7.82
9.84;6.984;0;7.84
9.86;6.72;0;7.86
9.88;7.336;0;7.88
9.9;7.248;0;7.9
9.92;5.05;0;7.92
9.94;7.863;0;7.94
9.96;7.863;0;7.96
9.98;4.347;0;7.98
10;4.259;0;8
10.02;8.303;0;8.02
10.04;8.215;0;8.04
10.06;5.314;0;8.06
10.08;6.017;0;8.08
10.1;6.193;0;8.1
10.12;7.16;0;8.12
10.14;7.072;0;8.14
10.16;7.951;0;8.16
10.18;7.599;0;8.18
10.2;9.27;0;8.2
10.22;8.127;0;8.22
10.24;7.072;0;8.24
10.26;9.27;0;8.26
10.28;8.478;0;8.28
10.3;10.94;0;8.3
10.32;11.115;0;8.32
10.34;9.709;0;8.34
10.36;8.83;0;8.36
10.38;9.006;0;8.38
10.4;10.852;0;8.4
10.42;9.885;0;8.42
10.44;11.291;0;8.44
10.46;8.742;0;8.46
10.48;7.863;0;8.48
10.5;8.83;0;8.5
10.52;11.555;0;8.52
10.54;11.203;0;8.54
10.56;11.994;0;8.56
10.58;9.973;0;8.58
10.6;9.445;0;8.6
10.62;9.885;0;8.62
10.64;9.973;0;8.64
10.66;10.412;0;8.66
10.68;9.006;0;8.68
10.7;11.115;0;8.7
10.72;10.061;0;8.72
10.74;8.215;0;8.74
10.76;12.258;0;8.76
10.78;14.544;0;8.78
10.8;10.676;0;8.8
10.82;12.522;0;8.82
10.84;15.774;0;8.84
10.86;15.598;0;8.86
10.88;16.038;0;8.88
10.9;17.444;0;8.9
10.92;15.862;0;8.92
10.94;17.708;0;8.94
10.96;18.675;0;8.96
10.98;18.939;0;8.98
11;19.642;0;9
11.02;18.499;0;9.02
11.04;18.235;0;9.04
11.06;19.818;0;9.06
11.08;19.466;0;9.08
11.1;17.796;0;9.1
11.12;17.532;0;9.12
11.14;17.532;0;9.14
11.16;17.444;0;9.16
11.18;17.093;0;9.18
11.2;17.268;0;9.2
11.22;18.06;0;9.22
11.24;14.631;0;9.24
11.26;14.456;0;9.26
11.28;15.247;0;9.28
11.3;14.719;0;9.3
11.32;12.961;0;9.32
11.34;13.401;0;9.34
11.36;12.873;0;9.36
11.38;12.258;0;9.38
11.4;12.873;0;9.4
11.42;11.819;0;9.42
11.44;11.731;0;9.44
11.46;12.698;0;9.46
11.48;12.434;0;9.48
11.5;12.961;0;9.5
11.52;10.94;0;9.52
11.54;11.555;0;9.54
11.56;11.819;0;9.56
11.58;13.313;0;9.58
11.6;15.071;0;9.6
11.62;16.214;0;9.62
11.64;15.51;0;9.64
11.66;14.544;0;9.66
11.68;13.752;0;9.68
11.7;15.335;0;9.7
11.72;17.444;0;9.72
11.74;17.005;0;9.74
11.76;15.862;0;9.76
11.78;15.862;0;9.78
11.8;16.389;0;9.8
11.82;16.917;0;9.82
11.84;15.686;0;9.84
